Sigla,Unidade da Federação,Ano,Região,cov 1a dose,cov 2a dose,num doses,Óbitos,casos,Habitantes,Casos por Milhão,Óbitos por Milhão
RJ,Rio de Janeiro,2002,"Região
Sudeste",NA,NA,11594352,0,0,14724475,0,0
RN,Rio Grande do Norte,1994,"Região
Nordeste",NA,NA,892862,0,26,NA,NA,NA
RN,Rio Grande do Norte,1995,"Região
Nordeste",NA,NA,1124588,0,13,NA,NA,NA
RN,Rio Grande do Norte,1996,"Região
Nordeste",NA,NA,1374695,0,25,NA,NA,NA
RN,Rio Grande do Norte,1997,"Região
Nordeste",NA,NA,1593657,0,112,NA,NA,NA
RN,Rio Grande do Norte,1998,"Região
Nordeste",NA,NA,1686305,0,7,NA,NA,NA
RN,Rio Grande do Norte,1999,"Região
Nordeste",NA,NA,2113101,0,3,NA,NA,NA
RN,Rio Grande do Norte,2000,"Região
Nordeste",NA,NA,3076836,0,0,NA,NA,NA
RN,Rio Grande do Norte,2001,"Região
Nordeste",NA,NA,2398252,0,0,2815244,0,0
RN,Rio Grande do Norte,2002,"Região
Nordeste",NA,NA,2486625,0,0,2852784,0,0
RS,Rio Grande do Sul,1994,"Região
Sul",NA,NA,0,1,193,NA,NA,NA
RS,Rio Grande do Sul,1995,"Região
Sul",NA,NA,4945493,1,190,NA,NA,NA
RS,Rio Grande do Sul,1996,"Região
Sul",NA,NA,4818668,2,158,NA,NA,NA
RS,Rio Grande do Sul,1997,"Região
Sul",NA,NA,4990553,3,733,NA,NA,NA
RS,Rio Grande do Sul,1998,"Região
Sul",NA,NA,4771179,0,76,NA,NA,NA
RS,Rio Grande do Sul,1999,"Região
Sul",NA,NA,6822400,0,13,NA,NA,NA
RS,Rio Grande do Sul,2000,"Região
Sul",NA,NA,7238590,0,0,NA,NA,NA
RS,Rio Grande do Sul,2001,"Região
Sul",NA,NA,7925240,0,0,10309819,0,0
RS,Rio Grande do Sul,2002,"Região
Sul",NA,NA,9210525,0,0,10408540,0,0
RO,Rondônia,1994,"Região
Norte",NA,NA,1066655,0,35,NA,NA,NA
RO,Rondônia,1995,"Região
Norte",NA,NA,1131629,0,23,NA,NA,NA
RO,Rondônia,1996,"Região
Norte",NA,NA,1321580,0,7,NA,NA,NA
RO,Rondônia,1997,"Região
Norte",NA,NA,1268726,0,17,NA,NA,NA
RO,Rondônia,1998,"Região
Norte",NA,NA,1529870,0,22,NA,NA,NA
RO,Rondônia,1999,"Região
Norte",NA,NA,1409218,0,1,NA,NA,NA
RO,Rondônia,2000,"Região
Norte",NA,NA,1946752,0,0,NA,NA,NA
RO,Rondônia,2001,"Região
Norte",NA,NA,1708077,0,0,1407886,0,0
RO,Rondônia,2002,"Região
Norte",NA,NA,1307970,0,0,1431777,0,0
RR,Roraima,1994,"Região
Norte",NA,NA,243144,0,23,NA,NA,NA
RR,Roraima,1995,"Região
Norte",NA,NA,382307,0,12,NA,NA,NA
RR,Roraima,1996,"Região
Norte",NA,NA,343973,0,4,NA,NA,NA
RR,Roraima,1997,"Região
Norte",NA,NA,330366,0,10,NA,NA,NA
RR,Roraima,1998,"Região
Norte",NA,NA,636257,0,22,NA,NA,NA
RR,Roraima,1999,"Região
Norte",NA,NA,452054,0,0,NA,NA,NA
RR,Roraima,2000,"Região
Norte",NA,NA,696255,0,0,NA,NA,NA
RR,Roraima,2001,"Região
Norte",NA,NA,497155,0,0,337237,0,0
RR,Roraima,2002,"Região
Norte",NA,NA,512151,0,0,346871,0,0
SC,Santa Catarina,1994,"Região
Sul",NA,NA,2942516,0,25,NA,NA,NA
SC,Santa Catarina,1995,"Região
Sul",NA,NA,2591758,0,30,NA,NA,NA
SC,Santa Catarina,1996,"Região
Sul",NA,NA,2102093,0,39,NA,NA,NA
SC,Santa Catarina,1997,"Região
Sul",NA,NA,2759330,0,491,NA,NA,NA
SC,Santa Catarina,1998,"Região
Sul",NA,NA,3420888,0,61,NA,NA,NA
SC,Santa Catarina,1999,"Região
Sul",NA,NA,3689189,0,25,NA,NA,NA
SC,Santa Catarina,2000,"Região
Sul",NA,NA,5197414,0,1,NA,NA,NA
SC,Santa Catarina,2001,"Região
Sul",NA,NA,4286101,0,0,5448736,0,0
SC,Santa Catarina,2002,"Região
Sul",NA,NA,5113876,0,0,5527707,0,0
SP,São Paulo,1994,"Região
Sudeste",NA,NA,0,1,89,NA,NA,NA
SP,São Paulo,1995,"Região
Sudeste",NA,NA,2694310,1,127,NA,NA,NA
SP,São Paulo,1996,"Região
Sudeste",NA,NA,2685627,1,1565,NA,NA,NA
SP,São Paulo,1997,"Região
Sudeste",NA,NA,12155615,42,42058,NA,NA,NA
SP,São Paulo,1998,"Região
Sudeste",NA,NA,21983469,0,268,NA,NA,NA
SP,São Paulo,1999,"Região
Sudeste",NA,NA,28686694,1,169,NA,NA,NA
SP,São Paulo,2000,"Região
Sudeste",NA,NA,33610215,0,14,NA,NA,NA
SP,São Paulo,2001,"Região
Sudeste",NA,NA,41813474,0,1,37630106,0.026574466731504823,0
SP,São Paulo,2002,"Região
Sudeste",NA,NA,30439591,0,1,38177742,0.026193272509411374,0
SE,Sergipe,1994,"Região
Nordeste",NA,NA,0,0,51,NA,NA,NA
SE,Sergipe,1995,"Região
Nordeste",NA,NA,1244236,0,33,NA,NA,NA
SE,Sergipe,1996,"Região
Nordeste",NA,NA,1158405,0,34,NA,NA,NA
SE,Sergipe,1997,"Região
Nordeste",NA,NA,1220961,0,98,NA,NA,NA
SE,Sergipe,1998,"Região
Nordeste",NA,NA,1145494,0,51,NA,NA,NA
SE,Sergipe,1999,"Região
Nordeste",NA,NA,2026214,0,20,NA,NA,NA
SE,Sergipe,2000,"Região
Nordeste",NA,NA,1871118,0,0,NA,NA,NA
SE,Sergipe,2001,"Região
Nordeste",NA,NA,2151968,0,0,1817301,0,0
SE,Sergipe,2002,"Região
Nordeste",NA,NA,1700224,0,0,1846039,0,0
TO,Tocantins,1994,"Região
Norte",NA,NA,0,0,4,NA,NA,NA
TO,Tocantins,1995,"Região
Norte",NA,NA,0,0,24,NA,NA,NA
TO,Tocantins,1996,"Região
Norte",NA,NA,861857,0,23,NA,NA,NA
TO,Tocantins,1997,"Região
Norte",NA,NA,940661,0,58,NA,NA,NA
TO,Tocantins,1998,"Região
Norte",NA,NA,1617472,0,61,NA,NA,NA
TO,Tocantins,1999,"Região
Norte",NA,NA,1972340,0,5,NA,NA,NA
TO,Tocantins,2000,"Região
Norte",NA,NA,2015982,0,0,NA,NA,NA
TO,Tocantins,2001,"Região
Norte",NA,NA,1563858,0,0,1184895,0,0
TO,Tocantins,2002,"Região
Norte",NA,NA,1576494,0,0,1207014,0,0
RO,Rondônia,1990,"Região
Norte",NA,NA,NA,6,165,NA,NA,NA
RO,Rondônia,1991,"Região
Norte",NA,NA,NA,1,211,NA,NA,NA
RO,Rondônia,1992,"Região
Norte",NA,NA,NA,0,48,NA,NA,NA
RO,Rondônia,1993,"Região
Norte",NA,NA,NA,0,71,NA,NA,NA
AC,Acre,1990,"Região
Norte",NA,NA,NA,9,537,NA,NA,NA
AC,Acre,1991,"Região
Norte",NA,NA,NA,4,89,NA,NA,NA
AC,Acre,1992,"Região
Norte",NA,NA,NA,0,40,NA,NA,NA
AC,Acre,1993,"Região
Norte",NA,NA,NA,0,0,NA,NA,NA
AP,Amazonas,1990,"Região
Norte",NA,NA,NA,67,1878,NA,NA,NA
AP,Amazonas,1991,"Região
Norte",NA,NA,NA,7,800,NA,NA,NA
AP,Amazonas,1992,"Região
Norte",NA,NA,NA,0,217,NA,NA,NA
AP,Amazonas,1993,"Região
Norte",NA,NA,NA,0,104,NA,NA,NA
RR,Roraima,1990,"Região
Norte",NA,NA,NA,1,27,NA,NA,NA
RR,Roraima,1991,"Região
Norte",NA,NA,NA,1,94,NA,NA,NA
RR,Roraima,1992,"Região
Norte",NA,NA,NA,1,27,NA,NA,NA
RR,Roraima,1993,"Região
Norte",NA,NA,NA,0,20,NA,NA,NA
PA,Pará,1990,"Região
Norte",NA,NA,NA,30,1205,NA,NA,NA
PA,Pará,1991,"Região
Norte",NA,NA,NA,22,1672,NA,NA,NA
PA,Pará,1992,"Região
Norte",NA,NA,NA,2,109,NA,NA,NA
PA,Pará,1993,"Região
Norte",NA,NA,NA,2,20,NA,NA,NA
AM,Amapá,1990,"Região
Norte",NA,NA,NA,1,80,NA,NA,NA
AM,Amapá,1991,"Região
Norte",NA,NA,NA,16,1366,NA,NA,NA
AM,Amapá,1992,"Região
Norte",NA,NA,NA,1,22,NA,NA,NA
AM,Amapá,1993,"Região
Norte",NA,NA,NA,0,17,NA,NA,NA
TO,Tocantins,1990,"Região
Norte",NA,NA,NA,4,1504,NA,NA,NA
TO,Tocantins,1991,"Região
Norte",NA,NA,NA,2,433,NA,NA,NA
TO,Tocantins,1992,"Região
Norte",NA,NA,NA,0,17,NA,NA,NA
TO,Tocantins,1993,"Região
Norte",NA,NA,NA,0,7,NA,NA,NA
MA,Maranhão,1990,"Região
Nordeste",NA,NA,NA,54,2580,NA,NA,NA
MA,Maranhão,1991,"Região
Nordeste",NA,NA,NA,5,281,NA,NA,NA
MA,Maranhão,1992,"Região
Nordeste",NA,NA,NA,0,26,NA,NA,NA
MA,Maranhão,1993,"Região
Nordeste",NA,NA,NA,1,13,NA,NA,NA
PI,Piauí,1990,"Região
Nordeste",NA,NA,NA,30,1282,NA,NA,NA
PI,Piauí,1991,"Região
Nordeste",NA,NA,NA,2,156,NA,NA,NA
PI,Piauí,1992,"Região
Nordeste",NA,NA,NA,0,54,NA,NA,NA
PI,Piauí,1993,"Região
Nordeste",NA,NA,NA,0,4,NA,NA,NA
CE,Ceará,1990,"Região
Nordeste",NA,NA,NA,13,2771,NA,NA,NA
CE,Ceará,1991,"Região
Nordeste",NA,NA,NA,13,4704,NA,NA,NA
CE,Ceará,1992,"Região
Nordeste",NA,NA,NA,4,393,NA,NA,NA
CE,Ceará,1993,"Região
Nordeste",NA,NA,NA,0,134,NA,NA,NA
RN,Rio Grande do Norte,1990,"Região
Nordeste",NA,NA,NA,8,1378,NA,NA,NA
RN,Rio Grande do Norte,1991,"Região
Nordeste",NA,NA,NA,1,617,NA,NA,NA
RN,Rio Grande do Norte,1992,"Região
Nordeste",NA,NA,NA,0,205,NA,NA,NA
RN,Rio Grande do Norte,1993,"Região
Nordeste",NA,NA,NA,0,42,NA,NA,NA
PB,Paraíba,1990,"Região
Nordeste",NA,NA,NA,32,1735,NA,NA,NA
PB,Paraíba,1991,"Região
Nordeste",NA,NA,NA,16,764,NA,NA,NA
PB,Paraíba,1992,"Região
Nordeste",NA,NA,NA,3,369,NA,NA,NA
PB,Paraíba,1993,"Região
Nordeste",NA,NA,NA,0,32,NA,NA,NA
PE,Pernambuco,1990,"Região
Nordeste",NA,NA,NA,6,194,NA,NA,NA
PE,Pernambuco,1991,"Região
Nordeste",NA,NA,NA,7,290,NA,NA,NA
PE,Pernambuco,1992,"Região
Nordeste",NA,NA,NA,0,165,NA,NA,NA
PE,Pernambuco,1993,"Região
Nordeste",NA,NA,NA,1,15,NA,NA,NA
AL,Alagoas,1990,"Região
Nordeste",NA,NA,NA,35,1679,NA,NA,NA
AL,Alagoas,1991,"Região
Nordeste",NA,NA,NA,4,525,NA,NA,NA
AL,Alagoas,1992,"Região
Nordeste",NA,NA,NA,0,131,NA,NA,NA
AL,Alagoas,1993,"Região
Nordeste",NA,NA,NA,1,22,NA,NA,NA
SE,Sergipe,1990,"Região
Nordeste",NA,NA,NA,4,773,NA,NA,NA
SE,Sergipe,1991,"Região
Nordeste",NA,NA,NA,3,495,NA,NA,NA
SE,Sergipe,1992,"Região
Nordeste",NA,NA,NA,4,112,NA,NA,NA
SE,Sergipe,1993,"Região
Nordeste",NA,NA,NA,0,48,NA,NA,NA
BA,Bahia,1990,"Região
Nordeste",NA,NA,NA,11,1384,NA,NA,NA
BA,Bahia,1991,"Região
Nordeste",NA,NA,NA,9,3532,NA,NA,NA
BA,Bahia,1992,"Região
Nordeste",NA,NA,NA,2,1303,NA,NA,NA
BA,Bahia,1993,"Região
Nordeste",NA,NA,NA,2,56,NA,NA,NA
MG,Minas Gerais,1990,"Região
Sudeste",NA,NA,NA,44,8100,NA,NA,NA
MG,Minas Gerais,1991,"Região
Sudeste",NA,NA,NA,17,5354,NA,NA,NA
MG,Minas Gerais,1992,"Região
Sudeste",NA,NA,NA,4,1828,NA,NA,NA
MG,Minas Gerais,1993,"Região
Sudeste",NA,NA,NA,2,325,NA,NA,NA
ES,Espírito Santo,1990,"Região
Sudeste",NA,NA,NA,43,8664,NA,NA,NA
ES,Espírito Santo,1991,"Região
Sudeste",NA,NA,NA,3,1422,NA,NA,NA
ES,Espírito Santo,1992,"Região
Sudeste",NA,NA,NA,2,228,NA,NA,NA
ES,Espírito Santo,1993,"Região
Sudeste",NA,NA,NA,1,31,NA,NA,NA
RJ,Rio de Janeiro,1990,"Região
Sudeste",NA,NA,NA,18,4577,NA,NA,NA
RJ,Rio de Janeiro,1991,"Região
Sudeste",NA,NA,NA,14,3777,NA,NA,NA
RJ,Rio de Janeiro,1992,"Região
Sudeste",NA,NA,NA,0,463,NA,NA,NA
RJ,Rio de Janeiro,1993,"Região
Sudeste",NA,NA,NA,2,307,NA,NA,NA
SP,São Paulo,1990,"Região
Sudeste",NA,NA,NA,7,861,NA,NA,NA
SP,São Paulo,1991,"Região
Sudeste",NA,NA,NA,0,340,NA,NA,NA
SP,São Paulo,1992,"Região
Sudeste",NA,NA,NA,1,116,NA,NA,NA
SP,São Paulo,1993,"Região
Sudeste",NA,NA,NA,2,339,NA,NA,NA
PR,Paraná,1990,"Região
Sul",NA,NA,NA,4,1846,NA,NA,NA
PR,Paraná,1991,"Região
Sul",NA,NA,NA,7,3144,NA,NA,NA
PR,Paraná,1992,"Região
Sul",NA,NA,NA,1,273,NA,NA,NA
PR,Paraná,1993,"Região
Sul",NA,NA,NA,0,101,NA,NA,NA
SC,Santa Catarina,1990,"Região
Sul",NA,NA,NA,2,852,NA,NA,NA
SC,Santa Catarina,1991,"Região
Sul",NA,NA,NA,5,1477,NA,NA,NA
SC,Santa Catarina,1992,"Região
Sul",NA,NA,NA,0,28,NA,NA,NA
SC,Santa Catarina,1993,"Região
Sul",NA,NA,NA,0,8,NA,NA,NA
RS,Rio Grande do Sul,1990,"Região
Sul",NA,NA,NA,17,3901,NA,NA,NA
RS,Rio Grande do Sul,1991,"Região
Sul",NA,NA,NA,27,6519,NA,NA,NA
RS,Rio Grande do Sul,1992,"Região
Sul",NA,NA,NA,3,757,NA,NA,NA
RS,Rio Grande do Sul,1993,"Região
Sul",NA,NA,NA,4,449,NA,NA,NA
MS,Mato Grosso do Sul,1990,"Região
Centro-Oeste",NA,NA,NA,1,121,NA,NA,NA
MS,Mato Grosso do Sul,1991,"Região
Centro-Oeste",NA,NA,NA,13,1142,NA,NA,NA
MS,Mato Grosso do Sul,1992,"Região
Centro-Oeste",NA,NA,NA,1,442,NA,NA,NA
MS,Mato Grosso do Sul,1993,"Região
Centro-Oeste",NA,NA,NA,0,64,NA,NA,NA
MT,Mato Grosso,1990,"Região
Centro-Oeste",NA,NA,NA,2,776,NA,NA,NA
MT,Mato Grosso,1991,"Região
Centro-Oeste",NA,NA,NA,12,2765,NA,NA,NA
MT,Mato Grosso,1992,"Região
Centro-Oeste",NA,NA,NA,0,177,NA,NA,NA
MT,Mato Grosso,1993,"Região
Centro-Oeste",NA,NA,NA,0,14,NA,NA,NA
GO,Goiás,1990,"Região
Centro-Oeste",NA,NA,NA,10,8229,NA,NA,NA
GO,Goiás,1991,"Região
Centro-Oeste",NA,NA,NA,1,292,NA,NA,NA
GO,Goiás,1992,"Região
Centro-Oeste",NA,NA,NA,0,83,NA,NA,NA
GO,Goiás,1993,"Região
Centro-Oeste",NA,NA,NA,0,77,NA,NA,NA
DF,Distrito Federal,1990,"Região
Centro-Oeste",NA,NA,NA,19,4372,NA,NA,NA
DF,Distrito Federal,1991,"Região
Centro-Oeste",NA,NA,NA,0,271,NA,NA,NA
DF,Distrito Federal,1992,"Região
Centro-Oeste",NA,NA,NA,0,64,NA,NA,NA
DF,Distrito Federal,1993,"Região
Centro-Oeste",NA,NA,NA,0,76,NA,NA,NA
